,Name,dist_obj
953,z2081,[]
954,z2082,['K06QI0Z']
955,z2083,[]
956,z2084,[]
957,z2085,['K01OA8U']
958,z2086,[]
959,z2087,['K05ET6P']
960,z2088,[]
961,z2092,"['K01XP5F', 'K04V76A']"
962,z2093,[]
963,z2095,['K15RS1M']
964,z2100,[]
965,z2101,[]
966,z2102,[]
967,z2141,[]
968,z2144,[]
969,z2145,[]
970,z2146,[]
971,z2147,"['K02PF3P', 'K11Uf2F']"
972,z2148,[]
973,z2149,[]
974,z2150,[]
975,z2156,[]
976,z2157,['K02PF3D']
977,z2158,[]
978,z2161,['K03UT1W']
979,z2166,"['J99D08N', 'K04D71L']"
980,z2167,[]
981,z2174,[]
982,z2175,[]
983,z2176,[]
984,z2203,"['J99K17K', 'K01XP4V', 'K02G33B', 'K02PF2T', 'K02TU1G']"
985,z2208,[]
986,z2213,['J97R13L']
987,z2214,[]
988,z2217,[]
989,z2218,[]
990,z2223,[]
991,z2236,[]
992,z2237,[]
993,z2238,"['K00J81H', 'K00SX1B', 'K02VD1C']"
994,z2239,[]
995,z2240,[]
996,z2241,['K02PF3O']
997,z2242,[]
998,z2243,[]
999,z2244,"['J99K16T', 'K02PF3D', 'K02PF3J']"
1000,z2245,[]
1001,z2332,[]
1002,z2333,[]
1003,z2349,[]
1004,z2350,[]
1005,z2351,[]
1006,z2352,"['K01RE3V', 'K02CF4O']"
1007,z2388,"['J99RL5F', 'K01QT7V', 'K02PF3B', 'K04V76A']"
1008,z2524,[]
1009,z2533,[]
1010,z2547,[]
1011,z2548,[]
1012,z2549,[]
1013,z2573,[]
1014,z2574,[]
1015,z2575,[]
1016,z2576,[]
1017,z2577,[]
1018,z2578,[]
1019,z2579,[]
1020,z2580,[]
1021,z2581,[]
1022,z2582,"['K01DA8N', 'K02PF2W']"
1023,z2583,['J99K16T']
1024,z2584,[]
1025,z2619,"['K01FJ3F', 'K02TU1F']"
1026,z2620,"['K01OA8U', 'K02V95C', 'K05ET6P']"
1027,z2621,['K02VD1C']
1028,z2658,[]
1029,z2687,"['J99RL5T', 'K02PE9E', 'K02PF5E', 'K02TU1B', 'K05EU0J', 'K15RS0K']"
1030,z2688,[]
1031,z2719,['K04PB2E']
1032,z2732,[]
1033,z2733,[]
1034,z2772,[]
1035,z2793,[]
1036,z2794,[]
1037,z2795,"['K00J81H', 'K00SX1B']"
1038,z2798,[]
1039,z2802,[]
1040,z2883,[]
1041,z2891,[]
1042,z2892,[]
1043,z2911,[]
1044,z2931,[]
1045,z2951,[]
1046,z2952,[]
1047,z2953,[]
1048,z2985,[]
1049,z3037,[]
1050,z3087,[]
1051,z3100,[]
1052,z3214,[]
1053,z3349,[]
1054,z3411,[]
1055,z3412,[]
1056,z3468,[]
1057,z3469,[]
1058,z3490,[]
1059,z3619,[]
1060,z3620,[]
1061,z3717,[]
1062,z3766,[]
1063,z3857,[]
1064,z3858,[]
1065,z3908,[]
1066,z4592,[]
1067,z4688,"['J99D08Q', 'K01DA8N', 'K02PF2W']"
1068,z6560,[]
1069,z7103,[]
1070,~000v,[]
1071,~0013,[]
1072,~001C,[]
1073,~001D,[]
1074,~001O,[]
1075,~001P,[]
1076,~001Q,[]
1077,J93R00P,['K13TH2J']
1078,J94E02S,[]
1079,J94T00A,[]
